"Fiscal Year","Unique Identifier","Deal Number",Decision,"Decision Date","Effective Date","Expiration Date",Brokered,"Deal Cancelled",Country,Program,"Policy Type","Decision Authority","Primary Export Product NAICS/SIC code","Product Description",Term,"Primary Applicant","Primary Lender","Primary Exporter","Primary Exporter City","Primary Exporter State Code","Primary Exporter State Name","Primary Borrower","Primary Source of Repayment (PSOR)","Working Capital Delegated Authority","Approved/Declined Amount","Disbursed/Shipped Amount","Undisbursed Exposure Amount","Outstanding Exposure Amount","Small Business Authorized Amount","Woman Owned Authorized Amount","Minority Owned Authorized Amount","Loan Interest Rate","Multiyear Working Capital Extension",effective_date_01
2007,09118901ST0015,118901,Approved,2006-11-01,2006-11-01,2006-11-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",336399,"All Other Motor Vehicle Parts Manufacturing","Short Term","Tri Component Product Corporation",N/A,"Tri Component Product Corporation",Bronx,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,350000,76423.99,0,0,0,0,0,N/A,,NULL
2007,09118901ST0016,118901,Approved,2007-11-01,2007-11-01,2007-11-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",336399,"All Other Motor Vehicle Parts Manufacturing","Short Term","Tri Component Product Corporation",N/A,"Tri Component Product Corporation",Bronx,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,350000,365880.26,0,0,0,0,0,N/A,,NULL
2007,09119867ST0016,119867,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,20000000,10897812.98,0,0,9606000,0,0,N/A,,NULL
2007,09119917ST0015,119917,Approved,2007-02-01,2007-02-01,2007-02-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",321999,"All Other Miscellaneous Wood Product Manufacturing","Short Term","Ginsey Industries Inc",N/A,"Ginsey Industries Inc",Bellmawr,NJ,"New Jersey","Multiple - Borrowers","Multiple - PSORs",,500000,1405313.7,0,0,500000,0,0,N/A,,NULL
2007,09119925ST0015,119925,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",323111,"Commercial Printing (except Screen and Books)","Short Term","Transprint USA, Inc","PNC Financial Services Group, Inc.","Transprint Usa, Inc",Rockingham,VA,Virginia,"Multiple - Borrowers","Multiple - PSORs",,1500000,7767087,0,0,1500000,0,0,N/A,,NULL
2007,09120105ST0015,120105,Approved,2006-12-01,2006-12-01,2006-12-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Thompson International Inc.","Jefferson & Monroe, LLC (Chicago, IL)","Thompson International Inc.",Henderson,KY,Kentucky,"Multiple - Borrowers","Multiple - PSORs",,1000000,1408314.47,0,0,1000000,1000000,0,N/A,,NULL
2007,09120121ST0014,120121,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Regions Bank","Regions Bank","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,5000000,375055,0,0,2401500,0,0,N/A,,NULL
2007,09120147ST0015,120147,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","PNC Bank N.A.","PNC Bank N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,5000000,0,0,0,2401500,0,0,N/A,,NULL
2007,09120659ST0014,120659,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333922,"Conveyor and Conveying Equipment Manufacturing","Short Term","Hytrol Conveyor Co Inc",N/A,"Hytrol Conveyor Company, Inc.",Jonesboro,AR,Arkansas,"Multiple - Borrowers","Multiple - PSORs",,1500000,7274353.57,0,0,0,0,0,N/A,,NULL
2007,09120766ST0016,120766,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Cobank, Acb","Cobank, Acb","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,15000000,37916281.84,0,0,7204500,0,0,N/A,,NULL
2007,09121145ST0018,121145,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","JPMorgan Chase Bank, N.A.","JPMorgan Chase Bank, N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,400000000,102982264,0,0,192120000,0,0,N/A,,NULL
2007,09121301ST0014,121301,Approved,2006-11-01,2006-11-01,2006-11-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",332919,"Other Metal Valve and Pipe Fitting Manufacturing","Short Term","Steinen, Wm Mfg Co (Inc)",N/A,"Steinen, Wm Mfg Co (Inc)",Parsippany,NJ,"New Jersey","Multiple - Borrowers","Multiple - PSORs",,300000,124385.09,0,0,300000,0,0,N/A,,NULL
2007,09121350ST0019,121350,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Cooperatieve Centrale Raiffeisen-Boerenleenbank B.a.","Cooperatieve Centrale Raiffeisen-Boerenleenbank B.a.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,200000000,180114301.2,0,0,96060000,0,0,N/A,,NULL
2007,09121368ST0016,121368,Approved,2007-01-01,2007-01-01,2007-01-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333996,"Fluid Power Pump and Motor Manufacturing","Short Term","Dynex/Rivett Inc",N/A,"Dynex/rivett Inc.",Pewaukee,WI,Wisconsin,"Multiple - Borrowers","Multiple - PSORs",,2000000,4751223.57,0,0,2000000,0,0,N/A,,NULL
2007,09121673ST0015,121673,Approved,2006-12-01,2006-12-01,2006-12-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",321999,"All Other Miscellaneous Wood Product Manufacturing","Short Term","Tex-O-Cal Hardwoods, Inc.",N/A,"Tex-O-Cal Hardwoods, Inc.",Temple,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,300000,27207.24,0,0,300000,0,0,N/A,,NULL
2007,09121699ST0015,121699,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Capital One, N.A.","Capital One, N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,2500000,0,0,0,1200750,0,0,N/A,,NULL
2007,09121988ST0016,121988,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Citibank, N.A.","Citibank, N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,200000000,62701725,0,0,96060000,0,0,N/A,,NULL
2007,09122218ST0015,122218,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing","Short Term","Marlin Firearms Company, Inc.",N/A,"Marlin Firearms Company, Inc.","North Haven",CT,Connecticut,"Multiple - Borrowers","Multiple - PSORs",,2000000,6262768.78,0,0,2000000,0,0,N/A,,NULL
2007,09122234ST0015,122234,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Mellon Financial Corporation","Mellon Financial Corporation","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,10000000,0,0,0,4803000,0,0,N/A,,NULL
2007,09122689ST0016,122689,Approved,2007-01-01,2007-01-01,2007-01-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",424510,"Grain and Field Bean Merchant Wholesalers","Short Term","Connell Company, The",N/A,"Connell Company, The","Berkeley Heights",NJ,"New Jersey","Multiple - Borrowers","Multiple - PSORs",,3000000,19301789.13,0,0,0,0,0,N/A,,NULL
2007,09122697ST0014,122697,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","B O K Financial Corporation","B O K Financial Corporation","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,2500000,487507.51,0,0,1200750,0,0,N/A,,NULL
2007,09122788ST0015,122788,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424210,"Drugs and Druggists' Sundries Merchant Wholesalers","Short Term","U.S. Quality Drug Co., Inc",N/A,"U.s. Quality Drug Co. Inc.",Westbury,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,200000,195296.1,0,0,200000,0,0,N/A,,NULL
2007,09124115ST0015,124115,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",334220,"Radio and Television Broadcasting and Wireless Communications Equipment Man","Short Term","Broadcast Electronics, Inc.",N/A,"Broadcast Electronics, Inc.",Quincy,IL,Illinois,"Multiple - Borrowers","Multiple - PSORs",,1000000,2269808.45,0,0,1000000,0,0,N/A,,NULL
2007,09124800ST0015,124800,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423830,"Industrial Machinery and Equipment Merchant Wholesalers","Short Term","Maresco International Corp",N/A,"Maresco International Corp",Phillipsburg,NJ,"New Jersey","Multiple - Borrowers","Multiple - PSORs",,500000,255522.46,0,0,500000,0,0,N/A,,NULL
2007,09125104ST0015,125104,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333922,"Conveyor and Conveying Equipment Manufacturing","Short Term","Goodman Conveyor Company",N/A,"Goodman Conveyor Company",Belton,SC,"South Carolina","Multiple - Borrowers","Multiple - PSORs",,500000,684555.16,0,0,500000,0,0,N/A,,NULL
2007,09125427ST0016,125427,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",333911,"Pump And Pumping Equipment Manufacturing","Short Term","Chemical Seal & Packing, LP","Whitney National Bank","Chemical Seal & Packing, Lp",Houston,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,900000,1544510.25,0,0,900000,0,0,N/A,,NULL
2007,09126169ST0015,126169,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Frost National Bank","Frost National Bank","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,1000000,0,0,0,480300,0,0,N/A,,NULL
2007,09126185ST0015,126185,Approved,2006-10-01,2006-10-01,2006-10-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",NULL,N/A,"Short Term","Cliniqa Corporation",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,2500000,2159865,0,0,2500000,0,0,N/A,,NULL
2007,09126185ST0016,126185,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",325414,"Biological Product (except Diagnostic) Manufacturing","Short Term","Cliniqa Corporation","Discovery Bank","Cliniqa Corporation","San Marcos",CA,California,"Multiple - Borrowers","Multiple - PSORs",,2500000,8614729.84,0,0,2500000,0,0,N/A,,NULL
2007,09128488ST0015,128488,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423860,"Transportation Equipment and Supplies (except Motor Vehicle) Merchant Whole","Short Term","Orkal Industries, LLC",N/A,"Orkal Industries, Llc","Carle Place",NY,"New York","Multiple - Borrowers","Multiple - PSORs",,150000,121231.95,0,0,150000,0,0,N/A,,NULL
2007,09128504ST0017,128504,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Bank of Montreal","Bank of Montreal","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,10000000,0,0,0,4803000,0,0,N/A,,NULL
2007,09129908ST0015,129908,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",325510,"Paint and Coating Manufacturing","Short Term","Decoart, Inc.",N/A,"Decoart, Inc.",Stanford,KY,Kentucky,"Multiple - Borrowers","Multiple - PSORs",,3000000,4603377.46,0,0,3000000,0,0,N/A,,NULL
2007,09130997ST0015,130997,Approved,2006-11-01,2006-11-01,2006-11-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",311119,"Other Animal Food Manufacturing","Short Term","Salt Creek, Inc",N/A,"Salt Creek, Inc.","Salt Lake City",UT,Utah,"Multiple - Borrowers","Multiple - PSORs",,450000,0,0,0,450000,0,0,N/A,,NULL
2007,09131656ST0014,131656,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Silicon Valley Bank International Group","Silicon Valley Bank International Group","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,15000000,0,0,0,7204500,0,0,N/A,,NULL
2007,09131979ST0013,131979,Approved,2006-10-01,2006-10-01,2006-10-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",NULL,N/A,"Short Term","Schonbek Worldwide Lighting,",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,750000,799222,0,0,0,0,0,N/A,,NULL
2007,09131979ST0014,131979,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",541990,"All Other Professional, Scientific, and Technical Services","Short Term","Schonbek Worldwide Lighting Inc.",N/A,"Swarovski Lighting, Ltd.",Plattsburgh,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,750000,3895351.33,0,0,0,0,0,N/A,,NULL
2007,09132076ST0014,132076,Approved,2006-12-01,2006-12-01,2006-12-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424430,"Dairy Product (except Dried or Canned) Merchant Wholesalers","Short Term","Twelve Baskets Sales and Marketing, Inc.",N/A,"Twelve Baskets Sales And Marketing, Inc.",Atlanta,GA,Georgia,"Multiple - Borrowers","Multiple - PSORs",,850000,5443847.7,0,0,850000,0,0,N/A,,NULL
2007,09133546ST0015,133546,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",325520,"Adhesive Manufacturing","Short Term","Rectorseal Corporation, The",N/A,"Rectorseal Corporation, The",Houston,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,1000000,3805920.96,0,0,1000000,0,0,N/A,,NULL
2007,09134015ST0014,134015,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",339993,"Fastener, Button, Needle, and Pin Manufacturing","Short Term","Edwin B. Stimpson Company Inc",N/A,"Edwin B. Stimpson Company Inc","Pompano Beach",FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,200000,496041.35,0,0,200000,0,0,N/A,,NULL
2007,09134080ST0014,134080,Approved,2007-02-01,2007-02-01,2007-02-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",315239,"Women's And Girls' Cut And Sew Other Outerwear Ma","Short Term","Double J Of Broward Inc","New Continent Finance Inc","Double J Of Broward, Inc.",Davie,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,250000,158121.14,0,0,250000,0,0,N/A,,NULL
2007,09134254ST0014,134254,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423910,"Sporting and Recreational Goods and Supplies Merchant Wholesalers","Short Term","Pool Water Products",N/A,"Pool Water Products",Irvine,CA,California,"Multiple - Borrowers","Multiple - PSORs",,300000,204283.32,0,0,300000,0,0,N/A,,NULL
2007,09134411ST0014,134411,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",312140,Distilleries,"Short Term","Sazerac Company, Inc.",N/A,"Sazerac Company, Inc.","New Orleans",LA,Louisiana,"Multiple - Borrowers","Multiple - PSORs",,500000,880959.86,0,0,0,0,0,N/A,,NULL
2007,09134445ST0014,134445,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423840,"Industrial Supplies Merchant Wholesalers","Short Term","Texarc Metals, Inc.",N/A,"Texarc Metals, Inc.",Houston,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,300000,639452,0,0,300000,0,0,N/A,,NULL
2007,09134551ST0014,134551,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",423510,"Metal Service Centers and Other Metal Merchant Wholesalers","Short Term","Reliance Metalcenter, A Div Of Reliance Steel & Alum. Co. Inc",N/A,"Reliance Steel & Aluminum Co.","San Antonio",TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,200000,108856.36,0,0,0,0,0,N/A,,NULL
2007,09134593ST0014,134593,Approved,2007-02-01,2007-02-01,2007-02-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",333922,"Conveyor and Conveying Equipment Manufacturing","Short Term","Prab, Inc",N/A,"Prab, Inc.",Kalamazoo,MI,Michigan,"Multiple - Borrowers","Multiple - PSORs",,300000,224687.99,0,0,300000,0,0,N/A,,NULL
2007,09135749ST0014,135749,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423910,"Sporting and Recreational Goods and Supplies Merchant Wholesalers","Short Term","Inter-Gedi Trading Corporation",N/A,"Inter-Gedi Trading Corporation",Tenafly,NJ,"New Jersey","Multiple - Borrowers","Multiple - PSORs",,200000,0,0,0,200000,0,0,N/A,,NULL
2007,09135921ST0015,135921,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",424450,"Confectionery Merchant Wholesalers","Short Term","Ramsey Popcorn Co Inc","First Business Capital Corp. (Madison, WI)","Ramsey Popcorn Co., Inc.",Ramsey,IN,Indiana,"Multiple - Borrowers","Multiple - PSORs",,500000,790158.7,0,0,500000,0,0,N/A,,NULL
2007,09136770ST0015,136770,Approved,2006-05-01,2006-05-01,2006-05-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",NULL,N/A,"Short Term","GDCA, Inc.",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,700000,0,0,0,700000,0,0,N/A,,NULL
2007,09136770ST0016,136770,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334119,"Other Computer Peripheral Equipment Manufacturing","Short Term","Gd California, Inc",N/A,"Gd California, Inc.",Livermore,CA,California,"Multiple - Borrowers","Multiple - PSORs",,1000000,2441578.85,0,0,1000000,0,0,N/A,,NULL
2007,09137505ST0015,137505,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424210,"Drugs and Druggists' Sundries Merchant Wholesalers","Short Term","Koudis International Inc",N/A,"Koudis International",Brooklyn,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,500000,1608185,0,0,500000,0,0,N/A,,NULL
2007,09138255ST0014,138255,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",333313,"Office Machinery Manufacturing","Short Term","Paymaster Technologies, Inc.","First Dupage Bank (Westmont, IL)","Paymaster Technologies, Inc.","Elk Grove Village",IL,Illinois,"Multiple - Borrowers","Multiple - PSORs",,250000,357096.27,0,0,250000,0,0,N/A,,NULL
2007,09138776ST0014,138776,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","Short Term","Greenfield Wine Company",N/A,"Greenfield Wine Company","American Canyon",CA,California,"Multiple - Borrowers","Multiple - PSORs",,600000,94778.75,0,0,600000,0,0,N/A,,NULL
2007,09139170ST0014,139170,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",311612,"Meat Processed from Carcasses","Short Term","Triland Foods, Inc",N/A,"Triland Foods, Inc.","Sergeant Bluff",IA,Iowa,"Multiple - Borrowers","Multiple - PSORs",,1000000,3573952.85,0,0,1000000,0,0,N/A,,NULL
2007,09141358ST0013,141358,Approved,2006-10-01,2006-10-01,2006-10-01,No,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",NULL,N/A,"Short Term","Pfaudler - United States, Inc.",N/A,N/A,N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,600000,0,0,0,0,0,0,N/A,,NULL
2007,09141358ST0014,141358,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",333298,"All Other Industrial Machinery Manufacturing","Short Term","Pfaudler, Inc",N/A,"Pfaudler, Inc",Rochester,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,600000,0,0,0,600000,0,0,N/A,,NULL
2007,09141515ST0014,141515,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",325191,"Gum And Wood Chemical Manufacturing","Short Term","Texarome, Inc.","First State Bank of Uvalde, Inc","Texarome, Inc.",Leakey,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,500000,1702597.47,0,0,500000,500000,0,N/A,,NULL
2007,09141556ST0014,141556,Approved,2006-11-01,2006-11-01,2006-11-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334516,"Analytical Laboratory Instrument Manufacturing","Short Term","Stanbio Laboratory LP","BBVA Compass Bank","Stanbio Laboratory, L.p.",Boerne,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,1000000,1365652.52,0,0,1000000,0,1000000,N/A,,NULL
2007,09142117ST0015,142117,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","UMB Bank N.A.","UMB Bank N.A.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,2500000,459102.36,0,0,1200750,0,0,N/A,,NULL
2007,09144261ST0013,144261,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",332618,"Other Fabricated Wire Product Manufacturing","Short Term","Bridon American Corporation",N/A,"Bridon American Corporation","Hanover Township",PA,Pennsylvania,"Multiple - Borrowers","Multiple - PSORs",,4500000,11527231.19,0,0,0,0,0,N/A,,NULL
2007,09145136ST0013,145136,Approved,2007-01-01,2007-01-01,2007-01-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",311119,"Other Animal Food Manufacturing","Short Term","Triple F, Inc","Wells Fargo Bank, N.A.","Pharmtech International","Des Moines",IA,Iowa,"Multiple - Borrowers","Multiple - PSORs",,350000,465514.15,0,0,350000,0,0,N/A,,NULL
2007,09145755ST0013,145755,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Suntrust Banks, Inc.","Suntrust Banks, Inc.","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,5000000,0,0,0,2401500,0,0,N/A,,NULL
2007,09146670ST0014,146670,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",423210,"Furniture Merchant Wholesalers","Short Term","Edimar International Corp","Ocean Bank","Edimar International Corporation",Miami,FL,Florida,"Multiple - Borrowers","Multiple - PSORs",,250000,543003.55,0,0,250000,0,250000,N/A,,NULL
2007,09148734ST0013,148734,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ESC,"Individual Delegated Authority",339920,"Sporting and Athletic Goods Manufacturing","Short Term","Escalade, Incorporated",N/A,"Escalade, Incorporated",Evansville,IN,Indiana,"Multiple - Borrowers","Multiple - PSORs",,1250000,2562200,0,0,0,0,0,N/A,,NULL
2007,09149278ST0013,149278,Approved,2007-03-01,2007-03-01,2007-03-01,Yes,No,"Multiple - Countries",Insurance,ELC,"Individual Delegated Authority",NULL,N/A,"Short Term","Huntington National Bank","Huntington National Bank","Multiple - Exporters",N/A,N/A,N/A,"Multiple - Borrowers","Multiple - PSORs",,7500000,10540163.65,0,0,3602250,0,0,N/A,,NULL
2007,09149450ST0013,149450,Approved,2007-04-01,2007-04-01,2007-04-01,No,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",334119,"Other Computer Peripheral Equipment Manufacturing","Short Term","Itac Systems, Inc.",N/A,"Itac Systems, Inc.",Garland,TX,Texas,"Multiple - Borrowers","Multiple - PSORs",,150000,181417.33,0,0,150000,0,0,N/A,,NULL
2007,09149476ST0013,149476,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",324191,"Petroleum Lubricating Oil and Grease Manufacturing","Short Term","American Lubricating Company Inc.",N/A,"American Lubricating Company Inc.",Memphis,TN,Tennessee,"Multiple - Borrowers","Multiple - PSORs",,60000,44723.72,0,0,60000,0,0,N/A,,NULL
2007,09150235ST0013,150235,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","Short Term","Foothills Leather Co Inc","TD Bank, NA","Foothills Leather Company, Inc.",Gloversville,NY,"New York","Multiple - Borrowers","Multiple - PSORs",,300000,1071337.19,0,0,300000,0,0,N/A,,NULL
2007,09150508ST0014,150508,Approved,2007-04-01,2007-04-01,2007-04-01,Yes,No,"Multiple - Countries",Insurance,ENB,"Individual Delegated Authority",326199,"All Other Plastics Product Manufacturing","Short Term","Johnston Int'l Corporation /dba/ Plasties /dba/ Johnston Environ.",N/A,"Johnston Int'l Corporation /dba/ Plasties /dba/ Johnston Environ.",Tustin,CA,California,"Multiple - Borrowers","Multiple - PSORs",,100000,31057.71,0,0,100000,0,0,N/A,,NULL
